student_id,event_date,activity_type,participation_score,notes
S2646,2025-03-20,club,5,note
S2646,2024-11-06,club,1,note
S2647,2025-02-15,club,2,note
S2649,2025-03-21,club,5,note
S2651,2024-09-19,club,1,note
S2654,2025-03-27,club,2,note
S2654,2025-04-27,club,1,note
S2655,2025-09-01,club,2,note
S2655,2024-08-14,club,4,note
S2655,2025-02-28,club,3,note
S2659,2025-06-23,club,5,note
S2660,2024-08-16,club,4,note
S2660,2025-07-10,club,1,note
S2660,2025-06-28,club,5,note
S2661,2024-10-05,club,2,note
S2662,2025-09-04,club,2,note
S2662,2025-02-03,club,2,note
S2663,2025-01-18,club,4,note
S2663,2024-11-14,club,5,note
S2663,2025-06-22,club,2,note
S2664,2024-09-01,club,5,note
S2664,2024-10-27,club,4,note
S2665,2024-11-07,club,4,note
S2666,2024-09-10,club,1,note
S2667,2025-05-30,club,2,note
S2667,2025-04-19,club,4,note
S2669,2025-03-16,club,4,note
S2672,2024-11-21,club,5,note
S2673,2024-09-11,club,4,note
S2674,2024-12-19,club,5,note
S2676,2025-07-19,club,1,note
S2678,2024-12-12,club,4,note
S2679,2025-01-14,club,5,note
S2681,2025-08-01,club,4,note
S2682,2024-12-15,club,1,note
S2683,2024-11-16,club,4,note
S2683,2025-02-03,club,3,note
S2687,2024-12-19,club,2,note
S2689,2024-09-30,club,4,note
S2691,2025-01-01,club,5,note
S2692,2024-11-30,club,3,note
S2692,2025-06-01,club,4,note
S2693,2025-02-16,club,3,note
S2695,2024-11-28,club,4,note
S2696,2024-08-14,club,4,note
S2697,2025-05-18,club,4,note
S2697,2024-09-20,club,1,note
S2697,2025-02-25,club,5,note
S2697,2024-08-18,club,5,note
S2701,2024-12-13,club,4,note
S2704,2024-09-17,club,4,note
S2705,2025-08-08,club,5,note
S2706,2024-10-02,club,1,note
S2706,2024-09-16,club,2,note
S2708,2025-06-12,club,5,note
S2708,2025-01-28,club,1,note
S2708,2025-03-04,club,5,note
S2709,2025-04-22,club,3,note
S2712,2024-10-07,club,1,note
S2713,2025-07-02,club,2,note
S2713,2024-10-23,club,4,note
S2714,2025-01-01,club,5,note
S2714,2025-02-02,club,5,note
S2716,2025-06-09,club,2,note
S2716,2025-08-21,club,1,note
S2716,2024-10-31,club,2,note
S2717,2024-11-30,club,3,note
S2718,2025-02-20,club,5,note
S2722,2025-04-25,club,3,note
S2722,2024-10-15,club,1,note
S2723,2024-09-25,club,2,note
S2724,2025-06-04,club,2,note
S2725,2024-09-19,club,4,note
S2726,2025-01-29,club,1,note
S2726,2025-03-05,club,5,note
S2727,2024-10-22,club,2,note
S2727,2025-01-20,club,2,note
S2729,2025-03-16,club,5,note
S2730,2025-09-03,club,3,note
S2730,2024-10-29,club,1,note
S2731,2025-05-04,club,3,note
S2731,2025-01-25,club,1,note
S2731,2024-11-27,club,3,note
S2731,2025-02-22,club,4,note
S2736,2025-05-31,club,3,note
S2738,2024-12-22,club,5,note
S2738,2024-11-14,club,1,note
S2738,2025-06-12,club,2,note
S2739,2025-05-14,club,5,note
S2739,2024-12-18,club,5,note
S2739,2024-08-21,club,1,note
S2742,2025-03-30,club,5,note
S2742,2025-09-02,club,3,note
S2742,2024-10-19,club,3,note
S2743,2025-01-27,club,1,note
S2744,2025-07-12,club,5,note
S2746,2024-12-30,club,5,note
S2746,2024-11-28,club,3,note
S2747,2025-04-25,club,2,note
S2747,2024-10-25,club,5,note
S2748,2025-03-25,club,1,note
S2749,2024-11-14,club,5,note
S2751,2024-08-19,club,4,note
S2751,2024-11-19,club,5,note
S2752,2025-02-19,club,3,note
S2752,2025-08-06,club,5,note
S2753,2025-04-23,club,3,note
S2753,2025-07-01,club,2,note
S2754,2025-09-10,club,1,note
S2754,2025-07-28,club,3,note
S2755,2024-10-31,club,2,note
S2756,2024-08-28,club,4,note
S2758,2025-06-25,club,1,note
S2758,2025-05-10,club,1,note
S2758,2025-03-12,club,2,note
S2758,2025-08-10,club,4,note
S2762,2024-11-29,club,1,note
S2763,2025-08-06,club,2,note
S2763,2025-07-18,club,4,note
S2766,2025-01-16,club,1,note
S2767,2025-07-14,club,4,note
S2768,2025-05-26,club,3,note
S2768,2025-06-13,club,1,note
S2768,2024-08-29,club,4,note
S2768,2025-06-27,club,5,note
S2772,2025-07-24,club,5,note
S2775,2024-10-14,club,2,note
S2775,2024-09-21,club,4,note
S2777,2025-07-23,club,4,note
S2778,2024-11-08,club,5,note
S2778,2024-10-31,club,2,note
S2779,2024-10-10,club,1,note
S2780,2025-04-15,club,2,note
S2782,2025-08-31,club,4,note
S2782,2025-05-25,club,5,note
S2783,2025-09-03,club,4,note
S2785,2025-01-07,club,2,note
S2787,2024-10-23,club,4,note
S2789,2024-08-11,club,1,note
S2789,2025-08-21,club,2,note
S2790,2025-01-12,club,1,note
S2792,2025-02-11,club,1,note
S2793,2025-07-23,club,4,note
S2794,2025-07-07,club,4,note
S2794,2024-11-04,club,3,note
S2795,2024-11-10,club,1,note
S2796,2025-07-21,club,5,note
S2796,2024-08-24,club,3,note
S2798,2025-06-29,club,3,note
S2798,2025-01-08,club,4,note
S2799,2025-08-26,club,2,note
S2799,2024-12-27,club,4,note
S2799,2025-08-03,club,4,note
S2800,2024-09-04,club,1,note
S2802,2025-06-17,club,4,note
S2803,2024-09-17,club,5,note
S2803,2025-03-07,club,3,note
S2804,2025-01-21,club,2,note
S2812,2025-02-24,club,3,note
S2812,2024-11-21,club,3,note
S2813,2024-09-29,club,3,note
S2813,2025-06-14,club,5,note
S2814,2024-11-19,club,3,note
S2814,2024-08-24,club,5,note
S2815,2025-07-20,club,4,note
S2815,2025-03-29,club,5,note
S2815,2025-08-10,club,3,note
S2816,2025-08-26,club,4,note
S2822,2024-12-04,club,5,note
S2823,2025-06-03,club,2,note
S2827,2024-08-27,club,4,note
S2827,2024-11-27,club,4,note
S2827,2025-08-11,club,5,note
S2831,2025-03-04,club,3,note
S2833,2025-03-06,club,5,note
S2838,2025-04-12,club,4,note
S2839,2024-12-02,club,5,note
S2840,2024-10-10,club,5,note
S2842,2024-10-13,club,1,note
S2842,2024-10-10,club,2,note
S2842,2025-01-05,club,4,note
S2844,2024-11-28,club,5,note
S2844,2024-09-17,club,1,note
S2845,2025-03-20,club,4,note
S2847,2024-11-28,club,4,note
S2850,2025-08-01,club,2,note
S2851,2024-12-07,club,2,note
S2852,2025-06-27,club,3,note
S2852,2024-11-28,club,3,note
S2853,2024-10-24,club,2,note
S2857,2025-01-10,club,1,note
S2857,2024-08-29,club,5,note
S2858,2025-02-04,club,1,note
S2861,2024-09-05,club,2,note
S2862,2024-10-05,club,2,note
S2864,2025-06-03,club,2,note
S2865,2024-11-27,club,2,note
S2866,2025-08-24,club,3,note
S2867,2025-06-17,club,3,note
S2867,2024-10-22,club,4,note
S2868,2025-07-29,club,1,note
S2869,2024-10-08,club,4,note
S2869,2024-09-14,club,1,note
S2871,2025-01-10,club,3,note
S2871,2025-04-23,club,2,note
S2872,2024-11-05,club,1,note
S2873,2025-07-20,club,3,note
S2874,2025-03-29,club,4,note
S2874,2025-06-08,club,2,note
S2875,2025-02-07,club,3,note
S2876,2024-09-13,club,5,note
S2876,2024-09-19,club,2,note
S2876,2024-10-29,club,1,note
S2876,2024-08-29,club,3,note
S2877,2024-08-29,club,2,note
S2878,2024-09-06,club,1,note
S2879,2025-01-09,club,1,note
S2880,2024-11-25,club,1,note
S2880,2025-04-13,club,3,note
S2881,2024-12-27,club,2,note
S2881,2024-12-21,club,5,note
S2882,2025-08-21,club,4,note
S2884,2025-07-31,club,4,note
S2886,2025-03-22,club,2,note
S2887,2024-10-25,club,2,note
S2887,2025-06-16,club,1,note
S2887,2025-01-25,club,3,note
S2890,2024-09-08,club,5,note
S2891,2025-07-31,club,2,note
S2891,2024-09-05,club,1,note
S2893,2025-02-26,club,1,note
S2895,2025-06-13,club,1,note
S2896,2025-03-02,club,4,note
S2897,2025-06-19,club,4,note
S2900,2024-09-18,club,3,note
S2901,2025-01-20,club,3,note
S2901,2025-07-17,club,4,note
S2902,2024-12-26,club,4,note
S2903,2025-07-31,club,3,note
S2904,2024-08-30,club,3,note
S2906,2024-12-06,club,5,note
S2906,2025-03-17,club,2,note
S2906,2025-03-07,club,4,note
S2907,2025-03-10,club,2,note
S2907,2025-09-04,club,4,note
S2908,2025-05-30,club,2,note
S2912,2025-08-21,club,4,note
S2912,2025-04-16,club,4,note
S2912,2024-12-11,club,4,note
S2913,2025-01-22,club,1,note
S2913,2025-02-13,club,3,note
S2914,2025-03-16,club,4,note
S2916,2025-02-26,club,4,note
S2917,2024-11-02,club,2,note
S2917,2024-10-03,club,4,note
S2918,2025-02-25,club,2,note
S2920,2025-04-18,club,1,note
S2920,2025-09-01,club,4,note
S2921,2024-11-21,club,1,note
S2921,2025-01-02,club,3,note
S2923,2025-01-12,club,1,note
S2923,2025-05-29,club,3,note
S2925,2024-11-17,club,5,note
S2926,2025-04-07,club,3,note
S2927,2025-03-05,club,5,note
S2927,2024-08-23,club,4,note
S2928,2024-08-13,club,1,note
S2928,2024-09-02,club,2,note
S2930,2025-06-22,club,5,note
S2932,2024-10-20,club,2,note
S2936,2024-12-08,club,3,note
S2937,2024-08-17,club,3,note
S2938,2025-01-27,club,3,note
S2940,2025-09-05,club,2,note
S2942,2025-03-27,club,1,note
S2943,2025-05-23,club,3,note
S2944,2024-11-26,club,3,note
S2944,2024-10-01,club,3,note
S2944,2025-01-01,club,2,note
S2945,2025-08-31,club,5,note
S2945,2024-09-30,club,2,note
S2947,2024-10-13,club,4,note
S2951,2025-07-03,club,5,note
S2951,2025-03-29,club,3,note
S2952,2024-12-30,club,1,note
S2955,2025-06-03,club,2,note
S2960,2025-08-03,club,3,note
S2960,2025-07-03,club,2,note
S2960,2025-05-11,club,5,note
S2961,2025-03-18,club,5,note
S2961,2024-09-27,club,2,note
S2964,2024-09-09,club,3,note
S2967,2025-07-15,club,4,note
S2969,2024-12-22,club,4,note
S2969,2024-09-25,club,5,note
S2969,2025-07-09,club,2,note
S2969,2025-06-30,club,1,note
S2971,2025-08-01,club,1,note
S2974,2025-07-31,club,3,note
S2975,2025-03-15,club,2,note
S2976,2025-05-26,club,5,note
S2977,2025-09-05,club,2,note
S2978,2024-10-19,club,3,note
S2980,2025-01-16,club,3,note
S2981,2025-07-13,club,1,note
S2983,2025-03-31,club,5,note
S2983,2025-05-18,club,3,note
S2983,2024-10-10,club,5,note
S2985,2025-07-21,club,2,note
S2986,2025-01-13,club,2,note
S2988,2025-02-04,club,4,note
S2990,2024-10-30,club,5,note
S2991,2025-09-02,club,2,note
S2991,2025-02-05,club,4,note
S2991,2025-07-28,club,1,note
S2992,2024-12-06,club,5,note
S2996,2025-08-11,club,5,note
S2996,2025-01-09,club,4,note
S2996,2025-06-17,club,2,note
S2997,2024-10-30,club,2,note
S2997,2025-04-24,club,3,note
S2997,2025-08-19,club,4,note
S2997,2025-08-16,club,5,note
S2997,2025-03-29,club,1,note
S2998,2025-03-25,club,4,note
S2998,2024-10-13,club,5,note
S2999,2025-01-31,club,2,note
